Geography,Geographic Area Name,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
1500000US170318025056,Block Group 6; Census Tract 8025.05; Cook County; Illinois,-,**
1500000US170318025061,Block Group 1; Census Tract 8025.06; Cook County; Illinois,310000,27508
1500000US170318025062,Block Group 2; Census Tract 8025.06; Cook County; Illinois,259300,23166
1500000US170318026051,Block Group 1; Census Tract 8026.05; Cook County; Illinois,769000,204177
1500000US170318026052,Block Group 2; Census Tract 8026.05; Cook County; Illinois,296100,16366
1500000US170318026053,Block Group 3; Census Tract 8026.05; Cook County; Illinois,391600,33381
1500000US170318026054,Block Group 4; Census Tract 8026.05; Cook County; Illinois,373500,23297
1500000US170318026055,Block Group 5; Census Tract 8026.05; Cook County; Illinois,342100,14855
1500000US170318026071,Block Group 1; Census Tract 8026.07; Cook County; Illinois,431300,25861
1500000US170318026081,Block Group 1; Census Tract 8026.08; Cook County; Illinois,260200,14757
1500000US170318026082,Block Group 2; Census Tract 8026.08; Cook County; Illinois,354800,69930
1500000US170318026083,Block Group 3; Census Tract 8026.08; Cook County; Illinois,425500,51922
1500000US170318026084,Block Group 4; Census Tract 8026.08; Cook County; Illinois,255600,91818
1500000US170318026091,Block Group 1; Census Tract 8026.09; Cook County; Illinois,136600,16564
1500000US170318026092,Block Group 2; Census Tract 8026.09; Cook County; Illinois,-,**
1500000US170318026093,Block Group 3; Census Tract 8026.09; Cook County; Illinois,179400,18734
1500000US170318026094,Block Group 4; Census Tract 8026.09; Cook County; Illinois,138500,18093
1500000US170318026101,Block Group 1; Census Tract 8026.10; Cook County; Illinois,374200,11233
1500000US170318027011,Block Group 1; Census Tract 8027.01; Cook County; Illinois,202900,143556
1500000US170318027012,Block Group 2; Census Tract 8027.01; Cook County; Illinois,442700,15039
1500000US170318027013,Block Group 3; Census Tract 8027.01; Cook County; Illinois,386400,40598
1500000US170318027014,Block Group 4; Census Tract 8027.01; Cook County; Illinois,469100,19812
1500000US170318027021,Block Group 1; Census Tract 8027.02; Cook County; Illinois,449700,25230
1500000US170318027022,Block Group 2; Census Tract 8027.02; Cook County; Illinois,447000,71973
1500000US170318027023,Block Group 3; Census Tract 8027.02; Cook County; Illinois,381000,29089
1500000US170318028011,Block Group 1; Census Tract 8028.01; Cook County; Illinois,417100,25315
1500000US170318028012,Block Group 2; Census Tract 8028.01; Cook County; Illinois,563400,49301
1500000US170318028013,Block Group 3; Census Tract 8028.01; Cook County; Illinois,454600,22693
1500000US170318028014,Block Group 4; Census Tract 8028.01; Cook County; Illinois,358600,30459
1500000US170318028015,Block Group 5; Census Tract 8028.01; Cook County; Illinois,433200,34210
1500000US170318028021,Block Group 1; Census Tract 8028.02; Cook County; Illinois,329000,31286
1500000US170318028022,Block Group 2; Census Tract 8028.02; Cook County; Illinois,347400,29133
1500000US170318028023,Block Group 3; Census Tract 8028.02; Cook County; Illinois,336400,72584
1500000US170318028024,Block Group 4; Census Tract 8028.02; Cook County; Illinois,402400,45145
1500000US170318028025,Block Group 5; Census Tract 8028.02; Cook County; Illinois,326100,46972
1500000US170318029001,Block Group 1; Census Tract 8029; Cook County; Illinois,457800,163138
1500000US170318029002,Block Group 2; Census Tract 8029; Cook County; Illinois,609200,46620
1500000US170318029003,Block Group 3; Census Tract 8029; Cook County; Illinois,485100,87104
1500000US170318029004,Block Group 4; Census Tract 8029; Cook County; Illinois,496300,140887
1500000US170318030051,Block Group 1; Census Tract 8030.05; Cook County; Illinois,377800,36303
1500000US170318030052,Block Group 2; Census Tract 8030.05; Cook County; Illinois,321500,221367
1500000US170318030071,Block Group 1; Census Tract 8030.07; Cook County; Illinois,261100,54617
1500000US170318030072,Block Group 2; Census Tract 8030.07; Cook County; Illinois,447800,66618
1500000US170318030073,Block Group 3; Census Tract 8030.07; Cook County; Illinois,369200,33661
1500000US170318030081,Block Group 1; Census Tract 8030.08; Cook County; Illinois,503900,51100
1500000US170318030082,Block Group 2; Census Tract 8030.08; Cook County; Illinois,447400,9990
1500000US170318030083,Block Group 3; Census Tract 8030.08; Cook County; Illinois,441500,55797
1500000US170318030101,Block Group 1; Census Tract 8030.10; Cook County; Illinois,256400,83164
1500000US170318030102,Block Group 2; Census Tract 8030.10; Cook County; Illinois,408100,77800
1500000US170318030103,Block Group 3; Census Tract 8030.10; Cook County; Illinois,367900,17960
1500000US170318030104,Block Group 4; Census Tract 8030.10; Cook County; Illinois,424700,69047
1500000US170318030121,Block Group 1; Census Tract 8030.12; Cook County; Illinois,277900,71411
1500000US170318030131,Block Group 1; Census Tract 8030.13; Cook County; Illinois,179400,37010
1500000US170318030132,Block Group 2; Census Tract 8030.13; Cook County; Illinois,365800,64722
1500000US170318030133,Block Group 3; Census Tract 8030.13; Cook County; Illinois,316400,41733
1500000US170318030141,Block Group 1; Census Tract 8030.14; Cook County; Illinois,344400,23611
1500000US170318030142,Block Group 2; Census Tract 8030.14; Cook County; Illinois,194300,25854
1500000US170318030151,Block Group 1; Census Tract 8030.15; Cook County; Illinois,368100,24058
1500000US170318030152,Block Group 2; Census Tract 8030.15; Cook County; Illinois,207600,64367
1500000US170318030153,Block Group 3; Census Tract 8030.15; Cook County; Illinois,447400,47012
1500000US170318030161,Block Group 1; Census Tract 8030.16; Cook County; Illinois,436000,26485
1500000US170318030171,Block Group 1; Census Tract 8030.17; Cook County; Illinois,425800,41245
1500000US170318030172,Block Group 2; Census Tract 8030.17; Cook County; Illinois,403700,34706
1500000US170318030173,Block Group 3; Census Tract 8030.17; Cook County; Illinois,254500,54201
1500000US170318031001,Block Group 1; Census Tract 8031; Cook County; Illinois,406300,48379
1500000US170318031002,Block Group 2; Census Tract 8031; Cook County; Illinois,451700,35417
1500000US170318032001,Block Group 1; Census Tract 8032; Cook County; Illinois,380900,52363
1500000US170318032002,Block Group 2; Census Tract 8032; Cook County; Illinois,378900,70128
1500000US170318032003,Block Group 3; Census Tract 8032; Cook County; Illinois,423900,60366
1500000US170318033001,Block Group 1; Census Tract 8033; Cook County; Illinois,326200,86888
1500000US170318033002,Block Group 2; Census Tract 8033; Cook County; Illinois,391200,95532
1500000US170318033003,Block Group 3; Census Tract 8033; Cook County; Illinois,298300,223560
1500000US170318034001,Block Group 1; Census Tract 8034; Cook County; Illinois,418600,58116
1500000US170318034002,Block Group 2; Census Tract 8034; Cook County; Illinois,525400,95312
1500000US170318034003,Block Group 3; Census Tract 8034; Cook County; Illinois,601700,44043
1500000US170318034004,Block Group 4; Census Tract 8034; Cook County; Illinois,433300,51893
1500000US170318034005,Block Group 5; Census Tract 8034; Cook County; Illinois,450000,81153
1500000US170318034006,Block Group 6; Census Tract 8034; Cook County; Illinois,609000,24789
1500000US170318035001,Block Group 1; Census Tract 8035; Cook County; Illinois,406800,72133
1500000US170318035002,Block Group 2; Census Tract 8035; Cook County; Illinois,378400,39477
1500000US170318035003,Block Group 3; Census Tract 8035; Cook County; Illinois,343200,56256
1500000US170318035004,Block Group 4; Census Tract 8035; Cook County; Illinois,581100,52621
1500000US170318035005,Block Group 5; Census Tract 8035; Cook County; Illinois,418000,68890
1500000US170318036031,Block Group 1; Census Tract 8036.03; Cook County; Illinois,517800,65755
1500000US170318036032,Block Group 2; Census Tract 8036.03; Cook County; Illinois,803800,191262
1500000US170318036033,Block Group 3; Census Tract 8036.03; Cook County; Illinois,479100,49364
1500000US170318036034,Block Group 4; Census Tract 8036.03; Cook County; Illinois,873200,110009
1500000US170318036041,Block Group 1; Census Tract 8036.04; Cook County; Illinois,234900,17972
1500000US170318036042,Block Group 2; Census Tract 8036.04; Cook County; Illinois,378000,25557
1500000US170318036043,Block Group 3; Census Tract 8036.04; Cook County; Illinois,349800,22917
1500000US170318036044,Block Group 4; Census Tract 8036.04; Cook County; Illinois,409100,37648
1500000US170318036051,Block Group 1; Census Tract 8036.05; Cook County; Illinois,440500,119289
1500000US170318036052,Block Group 2; Census Tract 8036.05; Cook County; Illinois,443600,31150
1500000US170318036053,Block Group 3; Census Tract 8036.05; Cook County; Illinois,434500,22260
1500000US170318036054,Block Group 4; Census Tract 8036.05; Cook County; Illinois,241800,123920
1500000US170318036055,Block Group 5; Census Tract 8036.05; Cook County; Illinois,140100,33164
1500000US170318036071,Block Group 1; Census Tract 8036.07; Cook County; Illinois,360300,9880
1500000US170318036072,Block Group 2; Census Tract 8036.07; Cook County; Illinois,398900,37563
1500000US170318036073,Block Group 3; Census Tract 8036.07; Cook County; Illinois,346100,17902
1500000US170318036074,Block Group 4; Census Tract 8036.07; Cook County; Illinois,359100,10250
1500000US170318036081,Block Group 1; Census Tract 8036.08; Cook County; Illinois,644400,58226
1500000US170318036082,Block Group 2; Census Tract 8036.08; Cook County; Illinois,360200,45770
1500000US170318036083,Block Group 3; Census Tract 8036.08; Cook County; Illinois,214900,41603
1500000US170318036111,Block Group 1; Census Tract 8036.11; Cook County; Illinois,187800,30158
1500000US170318036112,Block Group 2; Census Tract 8036.11; Cook County; Illinois,287500,57445
1500000US170318036113,Block Group 3; Census Tract 8036.11; Cook County; Illinois,244200,128245
1500000US170318036114,Block Group 4; Census Tract 8036.11; Cook County; Illinois,182900,7704
1500000US170318036115,Block Group 5; Census Tract 8036.11; Cook County; Illinois,148300,23709
1500000US170318036121,Block Group 1; Census Tract 8036.12; Cook County; Illinois,176900,134598
1500000US170318036122,Block Group 2; Census Tract 8036.12; Cook County; Illinois,289700,30150
1500000US170318036131,Block Group 1; Census Tract 8036.13; Cook County; Illinois,254300,224527
1500000US170318036132,Block Group 2; Census Tract 8036.13; Cook County; Illinois,181700,15704
1500000US170318036141,Block Group 1; Census Tract 8036.14; Cook County; Illinois,138500,33239
1500000US170318036142,Block Group 2; Census Tract 8036.14; Cook County; Illinois,134800,13479
1500000US170318036151,Block Group 1; Census Tract 8036.15; Cook County; Illinois,380200,29570
1500000US170318036152,Block Group 2; Census Tract 8036.15; Cook County; Illinois,154600,70577
1500000US170318036161,Block Group 1; Census Tract 8036.16; Cook County; Illinois,281100,103267
1500000US170318036162,Block Group 2; Census Tract 8036.16; Cook County; Illinois,367600,240261
1500000US170318036163,Block Group 3; Census Tract 8036.16; Cook County; Illinois,356100,106383
1500000US170318037011,Block Group 1; Census Tract 8037.01; Cook County; Illinois,251400,63044
1500000US170318037012,Block Group 2; Census Tract 8037.01; Cook County; Illinois,334000,20643
1500000US170318037021,Block Group 1; Census Tract 8037.02; Cook County; Illinois,332500,64584
1500000US170318037022,Block Group 2; Census Tract 8037.02; Cook County; Illinois,468000,30141
1500000US170318037023,Block Group 3; Census Tract 8037.02; Cook County; Illinois,366800,22854
1500000US170318037024,Block Group 4; Census Tract 8037.02; Cook County; Illinois,335200,55888
1500000US170318038001,Block Group 1; Census Tract 8038; Cook County; Illinois,350000,38767
1500000US170318038002,Block Group 2; Census Tract 8038; Cook County; Illinois,352100,27804
1500000US170318038003,Block Group 3; Census Tract 8038; Cook County; Illinois,317800,49080
1500000US170318038004,Block Group 4; Census Tract 8038; Cook County; Illinois,349400,60145
1500000US170318039011,Block Group 1; Census Tract 8039.01; Cook County; Illinois,176800,14205
1500000US170318039012,Block Group 2; Census Tract 8039.01; Cook County; Illinois,331200,17656
1500000US170318039021,Block Group 1; Census Tract 8039.02; Cook County; Illinois,245400,25251
1500000US170318039022,Block Group 2; Census Tract 8039.02; Cook County; Illinois,283900,22912
1500000US170318039023,Block Group 3; Census Tract 8039.02; Cook County; Illinois,296000,25662
1500000US170318040001,Block Group 1; Census Tract 8040; Cook County; Illinois,274100,12201
1500000US170318040002,Block Group 2; Census Tract 8040; Cook County; Illinois,263800,16292
1500000US170318041021,Block Group 1; Census Tract 8041.02; Cook County; Illinois,647600,32140
1500000US170318041022,Block Group 2; Census Tract 8041.02; Cook County; Illinois,579800,76911
1500000US170318041023,Block Group 3; Census Tract 8041.02; Cook County; Illinois,555500,41159
1500000US170318041041,Block Group 1; Census Tract 8041.04; Cook County; Illinois,391100,31718
1500000US170318041042,Block Group 2; Census Tract 8041.04; Cook County; Illinois,307600,34033
1500000US170318041043,Block Group 3; Census Tract 8041.04; Cook County; Illinois,422500,19383
1500000US170318041051,Block Group 1; Census Tract 8041.05; Cook County; Illinois,479500,44144
1500000US170318041052,Block Group 2; Census Tract 8041.05; Cook County; Illinois,366100,28152
1500000US170318041053,Block Group 3; Census Tract 8041.05; Cook County; Illinois,425800,65891
1500000US170318041061,Block Group 1; Census Tract 8041.06; Cook County; Illinois,493600,86688
1500000US170318041062,Block Group 2; Census Tract 8041.06; Cook County; Illinois,323600,99443
1500000US170318041063,Block Group 3; Census Tract 8041.06; Cook County; Illinois,591200,43687
1500000US170318041064,Block Group 4; Census Tract 8041.06; Cook County; Illinois,358600,28521
1500000US170318041081,Block Group 1; Census Tract 8041.08; Cook County; Illinois,180700,32966
1500000US170318041082,Block Group 2; Census Tract 8041.08; Cook County; Illinois,-,**
1500000US170318041091,Block Group 1; Census Tract 8041.09; Cook County; Illinois,509400,64126
1500000US170318041092,Block Group 2; Census Tract 8041.09; Cook County; Illinois,481800,68494
1500000US170318042021,Block Group 1; Census Tract 8042.02; Cook County; Illinois,473900,201583
